shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
-24.00,-20.62,-40.04,78.46,98.59,2.41
-24.09,-17.01,-41.01,78.46,98.59,2.41
-24.09,-13.58,-41.45,78.46,98.59,2.41
-24.09,-10.59,-41.45,78.46,98.59,2.41
-24.09,-8.04,-41.45,78.46,98.59,2.41
-24.09,-6.37,-41.54,78.46,98.59,2.41
-24.18,-5.58,-41.71,78.46,98.59,2.41
-24.18,-5.41,-42.33,78.46,98.59,2.41
-24.18,-4.70,-42.86,78.46,98.59,2.41
-24.18,-3.12,-43.21,78.46,98.59,2.41
-24.18,-1.01,-43.30,78.46,98.59,2.41
-24.18,0.40,-43.30,78.46,98.59,2.41
-24.18,1.19,-43.30,78.46,98.59,2.41
-24.18,1.54,-43.30,78.46,98.59,2.41
-24.18,1.71,-43.30,78.46,98.59,2.41
-24.18,1.89,-43.30,78.46,98.59,2.41
-24.18,2.95,-43.30,78.46,98.59,2.41
-24.18,5.05,-43.30,78.46,98.59,2.41
-24.18,7.34,-43.38,78.46,98.59,2.41
-24.18,9.27,-43.38,78.46,98.59,2.41
-24.18,10.51,-43.38,78.46,98.59,2.41
-24.09,11.38,-43.38,78.46,98.59,2.41
-24.09,12.70,-43.38,78.46,98.59,2.41
-24.09,15.25,-43.38,78.46,98.59,2.41
-24.09,18.42,-43.38,78.46,98.59,2.41
-24.09,21.41,-43.38,78.46,98.59,2.41
-24.09,24.22,-43.47,78.46,98.59,2.41
-24.09,26.51,-43.47,78.37,98.59,2.41
-24.09,28.18,-43.47,78.37,98.59,2.41
-24.09,29.58,-43.47,78.37,98.59,2.41
-24.18,30.73,-43.47,78.37,98.59,2.41
-24.18,31.43,-43.47,78.37,98.59,2.41
-24.18,31.43,-43.47,78.37,98.59,2.41
-24.18,31.52,-43.47,78.37,98.59,2.41
-24.18,31.60,-43.38,78.37,98.59,2.41
-24.18,31.78,-43.38,78.37,98.59,2.41
-24.09,31.87,-43.38,78.37,98.59,2.41
-24.09,32.22,-43.38,78.37,98.59,2.41
-24.09,33.54,-43.38,78.37,98.59,2.41
-24.09,36.00,-43.38,78.37,98.59,2.41
-24.09,38.99,-43.38,78.37,98.59,2.41
-24.00,41.19,-43.47,78.37,98.59,2.41
-24.00,42.68,-43.47,78.37,98.59,2.41
-24.00,43.30,-43.47,78.37,98.59,2.41
-24.00,43.38,-43.47,78.37,98.59,2.41
-24.00,43.38,-43.47,78.11,98.59,2.41
-24.00,43.47,-43.47,77.85,98.59,2.41
-24.00,43.47,-43.47,77.76,98.51,2.41
-24.00,43.47,-43.38,77.67,98.51,2.41
-24.00,43.47,-43.38,77.67,98.51,2.41
-24.00,43.38,-43.38,77.67,98.51,2.41
-24.00,43.38,-43.38,77.67,98.51,2.41
-23.91,43.47,-43.38,77.67,98.51,2.41
-23.91,43.47,-43.38,77.67,98.51,2.41
-23.91,43.47,-43.38,77.67,98.51,2.41
-23.82,43.47,-43.38,77.67,98.51,2.41
-24.00,43.47,-43.30,77.67,98.51,2.41
-24.00,43.47,-43.30,77.67,98.51,2.41
-24.00,43.47,-43.30,77.67,98.51,2.41
-23.91,43.47,-43.30,77.67,98.51,2.41
-23.82,43.47,-43.30,77.67,98.51,2.41
-23.82,43.47,-43.30,77.67,98.51,2.41
-23.91,43.47,-43.30,77.67,98.51,2.41
-24.00,43.47,-43.30,77.67,98.51,2.41
-24.00,43.56,-43.30,77.67,98.51,2.41
-24.00,43.65,-43.30,77.67,98.51,2.41
-24.00,43.65,-43.30,77.67,98.51,2.41
-24.00,43.65,-43.30,77.67,98.51,2.41
-24.00,43.65,-43.30,77.67,98.51,2.41
-24.00,43.65,-43.30,77.67,98.51,2.41
-24.00,43.65,-43.30,77.67,98.42,2.48
-24.00,43.65,-43.30,77.67,98.42,2.54
-24.00,43.56,-43.30,77.67,98.42,2.54
-24.00,43.56,-43.30,77.67,98.42,2.54
-24.00,43.47,-43.30,77.67,98.42,2.66
-24.00,43.47,-43.30,77.67,98.42,3.59
-23.82,43.30,-43.30,77.67,98.42,5.51
-23.74,43.21,-43.30,77.67,98.42,8.48
-23.65,43.30,-43.30,77.58,98.42,11.83
-23.65,43.47,-43.30,77.58,98.42,14.61
-23.56,43.47,-43.30,77.58,98.42,16.78
-23.56,43.56,-43.30,77.32,98.42,18.08
-23.56,43.47,-43.30,76.62,98.42,18.70
-23.65,43.47,-43.30,76.35,98.42,18.82
-23.82,43.47,-43.30,76.35,98.42,18.82
-23.91,43.47,-43.30,76.35,98.42,18.82
-23.91,43.56,-43.30,76.35,98.42,18.82
-23.74,43.56,-43.21,76.35,98.42,18.82
-23.74,43.65,-43.21,76.35,98.42,18.82
-23.74,43.65,-43.21,76.35,98.42,18.82
-23.74,43.65,-43.21,76.35,98.42,18.82
-23.74,43.56,-43.21,76.35,98.42,18.82
-23.74,43.38,-43.21,76.35,98.42,18.82
-23.65,43.03,-43.21,76.62,98.42,18.82
-23.65,42.42,-43.30,76.88,98.42,18.82
-23.65,39.25,-43.38,77.05,98.51,18.82
-23.65,32.84,-43.12,77.23,98.51,18.82
-23.65,25.89,-42.95,77.76,98.51,18.82
-23.65,20.18,-42.86,78.02,98.59,18.82
-23.65,14.90,-42.77,78.11,98.68,18.82
-23.65,10.59,-42.77,78.73,98.68,18.82
-23.56,6.11,-42.86,79.78,98.77,18.82
-23.56,1.36,-42.86,81.10,98.77,18.82
-23.56,-3.30,-42.77,82.95,98.77,18.82
-23.56,-7.69,-42.77,84.97,98.77,18.82
-23.47,-12.18,-42.77,86.81,98.77,18.82
-23.47,-16.75,-42.77,88.13,98.77,18.82
-23.47,-20.18,-42.77,88.31,98.86,18.82
-23.47,-22.64,-42.86,88.04,98.86,18.82
-23.47,-24.48,-42.86,88.31,98.86,18.82
-23.47,-25.89,-42.86,88.48,98.77,18.82
-23.47,-28.35,-42.86,88.57,98.68,18.82
-23.47,-32.57,-42.77,88.57,98.68,18.82
-23.47,-36.62,-42.77,88.57,98.77,18.82
-22.95,-39.87,-42.86,88.40,98.95,18.82
-20.66,-41.71,-42.86,88.40,98.95,18.82
-15.56,-42.33,-42.77,88.48,99.03,18.82
-6.86,-42.33,-42.77,88.48,99.03,18.82
4.31,-42.68,-42.77,88.48,99.03,18.82
16.18,-42.68,-42.77,88.48,99.03,18.82
27.78,-42.77,-42.77,88.48,98.95,18.82
38.24,-42.86,-42.77,88.57,98.95,18.82
47.38,-42.95,-42.77,88.57,98.95,18.82
55.21,-42.95,-42.77,88.57,98.86,18.82
61.36,-43.03,-42.86,88.57,98.77,18.82
65.93,-43.30,-42.86,88.57,98.77,18.82
67.96,-44.70,-42.77,88.57,98.68,18.82
68.13,-46.46,-42.59,88.57,98.68,18.82
68.04,-47.69,-41.63,88.57,98.59,18.82
68.04,-48.66,-39.08,88.48,98.59,18.82
68.04,-50.07,-35.03,88.40,98.59,18.82
68.04,-51.91,-29.93,88.31,98.59,18.82
68.04,-53.76,-23.43,87.96,98.59,18.82
68.13,-55.60,-15.69,87.96,98.59,18.82
68.22,-58.24,-6.55,87.96,98.59,18.82
68.31,-61.76,3.12,87.87,98.68,18.82
68.31,-66.07,13.67,87.87,98.86,18.82
68.40,-71.08,24.40,87.78,98.86,18.82
68.40,-76.62,35.56,87.78,98.95,18.82
68.48,-82.15,46.99,87.69,98.95,18.82
68.57,-87.60,57.80,87.69,99.03,18.82
68.66,-92.97,67.38,87.69,99.03,18.82
69.54,-98.59,76.09,87.69,99.03,18.82
70.95,-104.40,84.44,87.69,99.03,18.82
72.35,-108.70,90.77,87.69,98.51,18.82
73.14,-109.05,91.74,87.52,98.42,18.82
73.49,-107.82,89.54,86.99,98.42,18.82
73.58,-107.38,87.69,86.99,98.42,18.82
73.58,-107.30,87.16,86.99,98.42,18.82
73.58,-107.30,87.16,86.99,98.42,18.82
73.58,-107.30,87.16,86.99,98.42,18.64
73.58,-107.30,87.16,86.90,98.51,18.33
73.58,-107.30,87.16,87.08,98.51,16.78
73.58,-107.30,87.16,87.08,98.51,11.83
73.58,-107.30,87.16,86.99,98.42,4.09
73.58,-107.30,87.16,86.99,98.33,0.00
73.58,-107.30,87.16,86.99,98.33,1.36
73.58,-107.30,87.16,86.99,98.33,3.84
73.58,-107.30,87.16,86.99,98.33,4.77
73.58,-107.30,87.16,86.99,98.33,4.77
73.58,-107.30,87.16,86.99,98.33,4.77
73.58,-107.30,87.16,86.99,98.33,4.77
73.49,-107.30,87.16,86.99,98.33,4.89
