shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
-30.15,-15.52,14.99,78.73,90.86,6.07
-37.27,-17.80,14.99,78.73,90.86,6.07
-45.01,-21.14,15.08,78.73,90.86,6.07
-53.27,-25.01,15.08,78.73,90.86,6.07
-61.36,-28.70,15.08,78.55,90.95,6.07
-69.36,-31.87,15.25,78.20,90.95,6.07
-75.60,-33.98,15.34,78.64,90.95,6.07
-79.82,-34.77,15.69,78.64,90.95,6.07
-82.99,-34.42,15.78,78.64,90.95,6.07
-84.66,-33.98,15.78,78.20,90.95,6.07
-85.80,-33.45,15.78,78.20,90.95,6.07
-86.95,-32.84,15.78,78.20,90.95,6.07
-88.44,-32.31,15.69,78.20,91.03,6.07
-90.81,-31.34,15.78,78.20,91.03,6.07
-93.89,-29.76,15.78,78.20,91.03,5.88
-96.88,-27.74,15.78,78.20,91.03,5.88
-98.81,-25.36,15.78,78.20,91.03,5.88
-99.96,-22.99,15.78,78.20,91.03,5.88
-100.04,-20.79,15.78,78.20,91.03,5.88
-100.04,-18.95,15.78,78.46,91.03,5.88
-100.04,-17.54,15.78,78.46,91.12,5.88
-100.22,-16.75,15.78,78.20,91.12,5.88
-99.96,-16.48,15.52,78.11,91.12,5.88
-99.87,-16.48,15.52,78.11,91.12,5.88
-99.69,-16.31,15.69,78.02,91.12,5.88
-99.69,-15.69,15.78,78.02,91.12,5.88
-99.69,-14.29,15.69,78.02,91.12,5.88
-99.69,-12.09,15.52,78.02,91.12,6.01
-99.69,-9.01,15.43,78.02,91.03,6.13
-99.69,-5.41,15.08,78.02,90.77,6.19
-99.96,-2.59,14.90,77.93,90.77,6.19
-100.04,-0.84,14.90,77.67,90.68,6.25
-100.04,0.13,14.99,76.88,90.68,6.25
-99.96,0.31,15.08,76.53,90.68,6.32
-100.04,0.31,15.08,76.53,90.68,6.69
-100.04,0.31,15.08,76.53,90.68,8.11
-99.78,0.04,15.08,76.53,90.68,10.77
-99.69,0.22,15.08,76.53,90.68,14.37
-99.52,0.31,15.08,76.44,90.68,18.76
-99.43,0.40,15.08,76.35,90.77,22.97
-98.11,0.40,15.25,76.35,90.77,26.44
-96.53,0.48,15.25,76.35,90.77,29.16
-95.91,0.57,15.25,76.35,90.77,30.96
-95.74,0.57,15.25,76.35,90.77,32.07
-95.65,0.57,15.25,76.35,90.77,32.69
-95.56,0.57,15.25,76.35,90.77,32.76
-95.56,0.57,15.25,76.26,90.77,32.76
-95.47,1.10,15.25,75.74,90.68,32.76
-95.47,2.42,15.25,74.42,90.68,32.76
-95.47,4.00,15.25,72.75,90.68,32.76
-95.47,5.67,15.25,71.16,90.68,32.76
-95.47,6.81,15.25,69.93,90.68,32.76
-95.56,7.25,15.16,69.58,90.68,32.76
-95.56,7.34,15.08,69.58,90.68,32.76
-95.56,7.25,15.16,69.67,91.12,32.76
-95.56,6.99,15.16,69.93,91.21,32.69
-95.56,6.90,15.34,69.93,91.21,32.69
-95.56,7.16,15.34,69.93,91.21,32.69
-95.56,7.34,15.34,69.76,91.21,32.69
-95.56,7.34,15.34,69.76,90.86,32.57
-95.56,7.34,15.34,69.93,91.12,32.57
-95.65,7.34,15.34,70.02,91.12,32.51
-95.74,7.34,15.34,70.02,91.12,32.51
-95.74,7.43,15.43,69.85,91.12,32.51
-95.65,7.43,15.43,69.76,91.12,32.51
-95.65,7.43,15.43,69.76,91.12,32.51
-95.65,7.43,15.43,69.76,91.03,32.51
-95.65,7.43,15.43,69.93,91.03,32.51
-95.65,7.43,15.34,69.93,91.03,32.51
-95.65,7.43,15.34,69.93,91.03,32.51
-95.65,7.43,15.34,69.93,91.03,32.51
-95.65,7.43,15.34,69.93,91.03,32.51
-95.56,7.43,15.34,69.93,91.03,32.51
-95.56,7.43,15.43,70.02,91.12,32.51
-95.47,7.43,15.52,70.02,91.12,32.51
-95.38,7.43,15.60,70.02,90.95,32.45
-95.38,7.43,15.60,69.76,90.86,32.38
-95.38,7.52,15.60,69.67,90.95,32.20
-95.38,7.52,15.60,69.58,90.95,31.08
-95.38,7.52,15.60,69.58,90.86,27.86
-95.47,7.52,15.60,69.58,90.86,22.91
-95.56,7.52,15.43,69.58,90.86,16.28
-95.91,7.43,15.25,69.67,91.12,8.24
-96.00,7.43,15.25,69.93,91.12,1.05
-95.74,7.43,15.34,70.02,91.12,0.56
-95.74,7.43,15.43,70.02,90.95,3.03
-95.74,7.43,15.43,69.85,90.77,4.58
-95.65,7.43,15.52,69.93,90.77,4.64
-95.65,7.34,15.43,70.02,90.77,4.64
-95.65,7.34,15.43,69.76,90.77,4.64
-95.74,7.43,15.43,69.67,90.77,4.64
-95.82,7.43,15.43,69.67,90.77,4.64
-95.74,6.90,15.34,69.76,90.77,4.64
-95.56,6.64,15.25,70.02,90.77,4.64
-95.47,5.58,14.99,69.67,90.77,4.64
-95.47,3.47,14.64,69.85,90.77,4.64
-95.47,1.01,14.64,70.02,90.77,4.64
-95.38,-2.33,14.64,70.11,90.77,4.64
-95.38,-6.46,14.64,70.11,90.77,4.64
-95.38,-11.38,14.73,70.11,90.77,4.64
-95.38,-16.75,14.73,70.11,90.77,4.64
-95.38,-22.73,14.81,70.11,90.77,4.64
-95.38,-29.14,14.81,70.11,90.77,4.64
-95.38,-36.26,14.90,70.11,90.77,4.64
-95.38,-43.82,15.16,70.20,90.86,4.64
-95.38,-51.65,15.34,70.20,90.86,4.64
-95.47,-59.38,15.25,70.20,90.77,4.64
-95.56,-66.68,15.25,70.20,90.77,4.64
-95.47,-73.45,15.34,70.29,90.77,4.64
-95.56,-79.16,15.87,70.29,90.77,4.64
-95.56,-83.74,16.75,70.29,90.77,4.64
-95.56,-87.16,17.98,70.29,90.77,4.64
-95.56,-89.54,19.47,70.29,90.77,4.71
-95.56,-90.77,21.32,70.29,90.77,4.71
-95.47,-91.21,23.16,70.29,90.77,4.71
-95.30,-91.21,24.57,70.29,90.77,4.71
-94.33,-91.21,24.84,70.29,90.77,4.71
-90.46,-90.86,24.84,70.20,90.77,4.71
-83.87,-90.77,24.84,70.11,90.77,4.64
-75.25,-90.68,24.84,70.11,90.77,4.64
-65.23,-90.59,24.84,70.11,90.77,4.64
-55.56,-90.59,24.84,70.11,90.77,4.77
-46.33,-90.59,24.84,70.11,90.77,4.89
-37.71,-90.59,24.84,70.11,90.77,4.89
-29.98,-90.68,24.84,70.20,90.77,4.95
-22.86,-90.95,25.01,70.20,90.77,4.95
-16.18,-91.12,25.01,70.20,90.77,4.95
-10.29,-91.12,24.92,70.20,90.77,4.95
-5.01,-91.38,24.66,70.20,90.77,4.95
-0.44,-91.56,24.13,70.20,90.77,4.95
3.52,-91.91,23.34,70.11,90.77,4.95
6.59,-93.41,23.16,70.20,90.86,4.95
8.79,-95.43,23.43,70.20,90.86,4.95
10.11,-97.27,23.69,70.20,90.86,4.95
10.64,-98.15,23.78,70.20,90.77,4.95
10.64,-98.42,23.78,70.20,90.77,4.95
10.64,-98.24,23.78,70.20,90.77,4.95
10.64,-98.24,23.78,70.20,90.77,4.95
10.64,-98.07,23.78,70.11,90.77,4.95
10.64,-97.71,23.87,70.11,90.77,4.95
10.64,-96.48,24.31,69.67,90.77,4.95
10.73,-92.35,24.66,69.05,90.77,4.95
10.55,-85.41,24.75,67.47,90.77,4.95
10.37,-76.97,24.75,65.45,90.77,4.95
10.37,-67.65,24.31,63.34,90.77,4.95
10.55,-59.47,23.16,60.26,90.77,4.95
10.55,-51.47,20.97,56.22,90.68,4.95
10.55,-44.26,18.77,52.26,90.68,4.95
10.46,-35.91,16.40,47.69,90.68,4.95
10.29,-28.62,13.76,43.47,90.68,4.95
10.29,-20.88,10.86,39.25,90.68,4.95
10.29,-12.97,7.87,35.56,90.68,4.95
10.29,-5.41,4.44,32.57,90.68,4.95
10.29,2.24,0.66,30.99,90.68,4.95
10.29,9.19,-2.95,30.64,90.68,4.95
10.29,14.55,-5.76,30.64,90.68,4.95
10.29,19.12,-8.22,30.64,90.68,4.95
10.20,22.46,-10.07,30.64,90.68,4.95
10.20,25.36,-11.21,30.37,90.68,4.95
10.20,27.82,-12.00,30.11,90.68,4.95
10.20,29.32,-12.62,30.11,90.68,4.95
10.20,30.02,-12.97,30.20,90.68,4.95
10.20,30.20,-12.97,30.29,90.68,4.95
10.37,30.20,-12.97,30.29,90.68,4.95
10.46,30.11,-13.05,30.11,90.68,4.95
10.55,30.02,-13.05,30.29,90.68,4.95
10.55,30.29,-13.05,30.55,90.68,4.95
10.46,30.37,-12.97,30.64,90.68,4.95
10.29,30.46,-12.88,30.64,90.68,4.95
10.29,30.46,-12.88,30.64,90.68,4.95
10.20,30.46,-12.79,30.64,90.68,4.95
10.20,30.37,-12.79,30.73,90.68,4.95
10.20,30.29,-12.79,30.73,90.68,4.95
10.20,30.29,-12.79,30.73,90.68,4.95
10.20,30.29,-12.79,30.73,90.68,4.95
10.20,30.20,-12.79,30.73,90.68,4.95
10.20,29.93,-12.79,30.73,90.59,4.95
10.20,29.93,-12.70,30.73,90.51,4.95
10.20,29.85,-12.62,30.73,89.80,4.95
10.20,29.85,-12.62,30.73,87.25,4.95
10.29,29.85,-12.62,30.81,82.77,4.95
10.46,29.93,-12.62,30.81,77.14,4.95
10.55,30.20,-12.70,30.81,71.08,4.95
10.55,30.20,-12.79,30.81,65.36,4.95
10.55,30.20,-12.79,30.73,60.70,4.95
10.55,30.20,-12.70,30.73,57.63,4.95
10.29,30.20,-12.70,30.29,55.34,4.95
10.20,30.29,-12.79,30.20,54.20,4.95
10.29,30.37,-12.70,30.20,53.93,4.95
10.55,30.37,-12.70,30.20,53.93,4.95
10.55,30.37,-12.70,30.11,53.93,4.95
10.37,30.29,-12.62,30.55,53.93,4.95
10.20,30.29,-12.53,30.64,53.85,4.95
10.29,30.29,-12.53,30.64,53.67,4.95
10.37,30.37,-12.53,30.73,52.62,5.02
10.55,30.37,-12.53,30.73,50.51,5.02
10.55,30.20,-12.53,30.73,48.13,5.02
10.55,30.11,-12.70,30.73,45.32,5.02
10.55,29.93,-12.62,30.73,42.33,5.02
10.55,29.93,-12.62,30.73,39.69,5.08
10.55,29.93,-12.62,30.73,37.32,5.08
10.29,30.02,-12.62,30.73,35.21,5.08
10.20,30.02,-12.62,30.73,33.45,5.08
10.20,30.02,-12.62,30.73,32.22,5.08
10.20,29.93,-12.62,30.73,31.78,5.08
10.20,29.93,-12.53,30.73,31.78,5.08
10.20,29.93,-12.53,30.73,31.69,5.08
10.20,30.20,-12.53,30.73,31.69,5.20
10.20,30.20,-12.53,30.81,31.69,5.33
10.20,29.93,-12.44,30.81,31.60,6.44
10.20,29.93,-12.44,30.90,31.60,8.73
10.55,29.93,-12.35,31.25,31.60,12.76
10.55,29.93,-12.35,32.92,31.60,18.08
10.64,30.20,-12.62,35.21,31.60,24.09
10.64,30.29,-12.79,37.76,31.60,30.34
10.64,30.37,-12.88,40.04,31.60,35.91
10.64,30.37,-12.88,41.45,31.60,40.56
10.55,30.37,-12.88,41.98,31.60,43.84
10.29,30.37,-12.88,41.98,31.60,46.13
10.29,30.37,-12.88,41.98,31.60,47.49
10.29,30.37,-12.88,41.98,31.60,47.86
10.29,30.29,-12.88,41.98,31.60,47.86
10.29,30.29,-12.88,41.98,31.60,47.86
10.37,30.29,-12.88,41.98,31.60,47.86
10.55,30.02,-12.88,41.98,31.69,47.86
10.64,29.85,-12.62,41.98,31.69,47.86
10.64,29.58,-12.53,42.07,32.04,47.86
10.64,28.53,-12.53,42.15,32.04,47.93
10.64,24.57,-12.44,42.24,32.13,47.93
10.64,18.68,-12.18,42.33,32.13,47.93
10.64,12.26,-10.77,42.51,32.13,47.86
10.64,6.02,-8.40,44.00,32.13,47.86
10.64,-1.01,-5.76,46.64,32.13,47.86
10.64,-8.48,-2.86,50.33,32.13,47.86
10.64,-16.04,0.04,54.37,32.13,47.86
10.64,-22.99,2.24,57.54,32.13,47.86
10.55,-28.97,4.09,60.09,32.13,47.86
10.46,-34.86,6.20,62.55,32.13,47.80
10.29,-40.84,8.92,65.36,32.13,47.80
10.29,-47.16,11.91,68.18,32.13,47.80
10.20,-53.58,15.25,71.08,32.13,47.80
10.20,-60.26,18.95,73.98,32.13,47.80
10.20,-66.86,22.73,76.35,32.13,47.80
10.20,-73.19,26.33,77.67,32.13,47.80
10.20,-79.34,29.58,78.02,32.13,47.80
10.20,-84.97,32.75,77.67,32.13,47.80
10.20,-89.80,35.47,77.58,32.13,47.80
10.46,-93.41,37.67,77.49,32.04,47.80
10.64,-95.87,39.25,77.49,32.04,47.80
10.64,-97.54,40.22,77.58,32.04,47.80
10.64,-97.98,40.75,77.58,32.13,47.80
10.73,-97.89,40.75,77.93,32.22,47.80
10.90,-97.89,40.84,78.02,32.22,47.80
12.04,-97.98,40.84,78.02,32.22,47.74
15.03,-97.89,40.75,78.02,32.31,47.74
20.04,-97.89,40.75,78.02,32.31,47.74
26.73,-97.89,40.75,78.02,32.22,47.74
34.20,-97.89,40.75,78.02,32.13,47.74
41.85,-97.89,40.75,77.67,32.04,47.74
49.85,-97.89,40.75,77.67,31.96,47.74
57.76,-97.89,40.75,77.58,31.96,47.74
65.32,-97.98,40.84,77.58,32.13,47.74
72.62,-98.24,40.84,77.58,32.13,47.74
79.03,-98.42,40.92,77.58,32.13,47.74
84.66,-98.59,41.54,77.85,32.13,47.74
89.49,-98.59,42.33,77.93,32.13,47.74
93.63,-98.59,43.47,78.02,32.13,47.74
96.70,-98.59,44.79,78.02,32.13,47.74
98.46,-98.59,46.46,78.02,32.13,47.74
98.81,-98.59,48.75,77.85,32.13,47.74
98.81,-98.42,52.00,77.49,32.04,47.68
98.81,-98.07,55.87,77.49,32.04,47.68
98.81,-98.24,60.35,77.49,31.96,47.68
98.81,-98.51,65.01,77.49,31.96,47.68
98.90,-98.59,69.58,77.41,31.78,47.68
98.90,-98.59,74.15,77.41,31.78,47.68
98.90,-98.59,78.81,77.41,31.78,47.68
98.90,-98.68,83.56,77.41,31.78,47.68
98.99,-98.77,87.87,77.23,32.04,47.68
99.08,-99.47,91.74,76.09,32.04,47.68
99.16,-101.85,95.87,74.42,32.13,47.68
99.25,-104.22,99.12,73.98,32.13,47.62
99.25,-105.80,99.65,74.07,32.13,47.62
98.99,-106.59,99.21,74.07,32.13,47.62
98.99,-106.59,99.12,74.07,32.13,47.62
98.99,-106.59,99.12,74.07,32.13,47.62
98.99,-106.59,99.12,74.07,32.13,47.49
98.99,-106.59,99.12,74.07,31.96,46.25
98.99,-106.59,99.12,74.07,31.96,42.35
98.90,-106.68,99.12,74.07,31.96,35.29
98.81,-106.68,99.12,74.07,31.69,25.20
98.81,-106.68,99.12,74.15,31.60,13.50
98.73,-106.68,99.12,74.15,31.60,1.98
98.73,-106.68,99.12,74.15,31.60,0.00
98.73,-106.68,99.12,74.15,31.60,2.91
98.73,-106.68,99.12,74.15,31.60,5.94
98.73,-106.68,99.12,74.15,31.60,5.70
98.73,-106.68,99.12,74.15,31.60,5.20
98.73,-106.68,99.12,74.15,31.60,5.08
98.73,-106.68,99.12,74.15,31.87,5.08
98.81,-106.68,99.12,74.15,31.87,5.08
98.81,-106.68,99.12,74.15,31.96,5.08
98.81,-106.68,99.12,74.15,31.96,5.14
98.81,-106.68,99.12,74.15,31.96,5.14
98.81,-106.68,99.12,74.15,31.96,5.20
98.81,-106.68,99.12,74.07,31.96,5.20
98.81,-106.68,99.12,74.07,31.96,5.20
98.81,-106.68,99.12,74.07,31.96,5.20
